B.A TAMIL,B.A ENGLISH,B.B.A,B.C.A,B.Com,B.Com ACCOUNTING AND FINANCE, DEPARTMENT OF COMMERCE IT ,DEPARTEMNT OF COMMERCE PA,B.Com With COMPUTER APPLICATIONS,B.Sc BIOCHEMISTRY,B.Sc COSTUME DESIGN AND FASHION,B.Sc CLINICAL LABORATORY TECHNOLOGY,B.Sc COMPUTER SCIENCE (ARTIFICIAL INTELLIGENCE AND DATA SCIENCE),B.Sc COMPUTER SCIENCE,B.Sc ARTIFICIAL INTELLIGENCE & MACHINE LEARNING, B.Sc COMPUTER SCIENCE (CYBER SECURITY),B.Sc DATA SCIENCE,B.Sc INFORMATION TECHNOLOGY, B.Sc MICROBIOLOGY,B.Sc TEXTILE AND FASHION DESIGNING,B.Sc VISUAL COMMUNICATION,M.Sc MICROBIOLOGY,M.Com,M.Sc COMPUTER SCIENCE,M.A ENGLISH,M.Sc TFD, M.S.W
,,C25UG208BAD090,C25UG208CAP084,C25UG208COM087,,,,C25UG208CCA088,,,,,C25UG208CSC086,,,,,,,,,,,,,
,,C25UG208BAD091,C25UG208CAP085,C25UG208COM088,,,,C25UG208CCA089,,,,,C25UG208CSC087,,,,,,,,,,,,,
,,C25UG208BAD092,C25UG208CAP086,C25UG208COM089,,,,C25UG208CCA090,,,,,C25UG208CSC088,,,,,,,,,,,,,
,,C25UG208BAD093,,C25UG208COM090,,,,C25UG208CCA091,,,,,,,,,,,,,,,,,,
,,C25UG208BAD094,,C25UG208COM091,,,,C25UG208CCA092,,,,,,,,,,,,,,,,,,
,,C25UG208BAD095,,C25UG208COM092,,,,C25UG208CCA093,,,,,,,,,,,,,,,,,,
,,C25UG208BAD096,,C25UG208COM093,,,,C25UG208CCA094,,,,,,,,,,,,,,,,,,
,,C25UG208BAD097,,C25UG208COM094,,,,C25UG208CCA095,,,,,,,,,,,,,,,,,,
,,C25UG208BAD098,,C25UG208COM095,,,,C25UG208CCA096,,,,,,,,,,,,,,,,,,
,,C25UG208BAD099,,C25UG208COM096,,,,C25UG208CCA097,,,,,,,,,,,,,,,,,,
,,C25UG208BAD100,,,,,,C25UG208CCA098,,,,,,,,,,,,,,,,,,
,,C25UG208BAD101,,,,,,C25UG208CCA099,,,,,,,,,,,,,,,,,,
,,C25UG208BAD102,,,,,,C25UG208CCA100,,,,,,,,,,,,,,,,,,
,,C25UG208BAD103,,,,,,C25UG208CCA101,,,,,,,,,,,,,,,,,,
,,C25UG208BAD104,,,,,,C25UG208CCA102,,,,,,,,,,,,,,,,,,
,,C25UG208BAD105,,,,,,C25UG208CCA103,,,,,,,,,,,,,,,,,,
,,C25UG208BAD106,,,,,,C25UG208CCA104,,,,,,,,,,,,,,,,,,
,,C25UG208BAD107,,,,,,C25UG208CCA105,,,,,,,,,,,,,,,,,,
,,C25UG208BAD108,,,,,,C25UG208CCA106,,,,,,,,,,,,,,,,,,
,,C25UG208BAD109,,,,,,C25UG208CCA107,,,,,,,,,,,,,,,,,,
,,C25UG208BAD110,,,,,,C25UG208CCA108,,,,,,,,,,,,,,,,,,
,,C25UG208BAD111,,,,,,C25UG208CCA109,,,,,,,,,,,,,,,,,,
,,C25UG208BAD112,,,,,,C25UG208CCA110,,,,,,,,,,,,,,,,,,
,,C25UG208BAD113,,,,,,C25UG208CCA111,,,,,,,,,,,,,,,,,,
,,C25UG208BAD115,,,,,,C25UG208CCA112,,,,,,,,,,,,,,,,,,
,,C25UG208BAD116,,,,,,C25UG208CCA113,,,,,,,,,,,,,,,,,,
,,C25UG208BAD117,,,,,,C25UG208CCA114,,,,,,,,,,,,,,,,,,
,,C25UG208BAD118,,,,,,C25UG208CCA115,,,,,,,,,,,,,,,,,,
,,C25UG208BAD119,,,,,,C25UG208CCA116,,,,,,,,,,,,,,,,,,
,,C25UG208BAD120,,,,,,C25UG208CCA117,,,,,,,,,,,,,,,,,,
,,C25UG208BAD122,,,,,,C25UG208CCA118,,,,,,,,,,,,,,,,,,
,,C25UG208BAD123,,,,,,C25UG208CCA119,,,,,,,,,,,,,,,,,,
,,C25UG208BAD124,,,,,,C25UG208CCA120,,,,,,,,,,,,,,,,,,
,,C25UG208BAD126,,,,,,C25UG208CCA121,,,,,,,,,,,,,,,,,,
,,,,,,,,C25UG208CCA122,,,,,,,,,,,,,,,,,,
,,,,,,,,C25UG208CCA123,,,,,,,,,,,,,,,,,,
,,,,,,,,C25UG208CCA124,,,,,,,,,,,,,,,,,,
,,,,,,,,C25UG208CCA125,,,,,,,,,,,,,,,,,,
,,,,,,,,C25UG208CCA126,,,,,,,,,,,,,,,,,,
,,,,,,,,C25UG208CCA127,,,,,,,,,,,,,,,,,,
,,,,,,,,C25UG208CCA128,,,,,,,,,,,,,,,,,,
,,,,,,,,C25UG208CCA129,,,,,,,,,,,,,,,,,,
,,,,,,,,C25UG208CCA130,,,,,,,,,,,,,,,,,,
,,,,,,,,C25UG208CCA131,,,,,,,,,,,,,,,,,,
,,,,,,,,C25UG208CCA132,,,,,,,,,,,,,,,,,,
,,,,,,,,C25UG208CCA133,,,,,,,,,,,,,,,,,,
,,,,,,,,C25UG208CCA134,,,,,,,,,,,,,,,,,,
,,,,,,,,C25UG208CCA135,,,,,,,,,,,,,,,,,,
,,,,,,,,C25UG208CCA136,,,,,,,,,,,,,,,,,,
,,,,,,,,C25UG208CCA137,,,,,,,,,,,,,,,,,,
,,,,,,,,C25UG208CCA138,,,,,,,,,,,,,,,,,,
,,,,,,,,C25UG208CCA139,,,,,,,,,,,,,,,,,,
,,,,,,,,C25UG208CCA140,,,,,,,,,,,,,,,,,,
,,,,,,,,C25UG208CCA141,,,,,,,,,,,,,,,,,,
,,,,,,,,C25UG208CCA142,,,,,,,,,,,,,,,,,,
,,,,,,,,C25UG208CCA144,,,,,,,,,,,,,,,,,,
,,,,,,,,C25UG208CCA145,,,,,,,,,,,,,,,,,,
,,,,,,,,C25UG208CCA146,,,,,,,,,,,,,,,,,,
,,,,,,,,C25UG208CCA147,,,,,,,,,,,,,,,,,,
,,,,,,,,C25UG208CCA148,,,,,,,,,,,,,,,,,,
,,,,,,,,C25UG208CCA149,,,,,,,,,,,,,,,,,,
,,,,,,,,C25UG208CCA150,,,,,,,,,,,,,,,,,,
,,,,,,,,C25UG208CCA151,,,,,,,,,,,,,,,,,,
,,,,,,,,C25UG208CCA152,,,,,,,,,,,,,,,,,,
,,,,,,,,C25UG208CCA153,,,,,,,,,,,,,,,,,,
,,,,,,,,C25UG208CCA154,,,,,,,,,,,,,,,,,,
,,,,,,,,C25UG208CCA155,,,,,,,,,,,,,,,,,,
,,,,,,,,C25UG208CCA156,,,,,,,,,,,,,,,,,,
,,,,,,,,C25UG208CCA157,,,,,,,,,,,,,,,,,,
,,,,,,,,C25UG208CCA158,,,,,,,,,,,,,,,,,,
,,,,,,,,C25UG208CCA159,,,,,,,,,,,,,,,,,,
,,,,,,,,C25UG208CCA160,,,,,,,,,,,,,,,,,,
,,,,,,,,C25UG208CCA161,,,,,,,,,,,,,,,,,,
,,,,,,,,C25UG208CCA162,,,,,,,,,,,,,,,,,,
,,,,,,,,C25UG208CCA163,,,,,,,,,,,,,,,,,,
,,,,,,,,C25UG208CCA164,,,,,,,,,,,,,,,,,,
,,,,,,,,C25UG208CCA165,,,,,,,,,,,,,,,,,,
,,,,,,,,C25UG208CCA166,,,,,,,,,,,,,,,,,,
,,,,,,,,C25UG208CCA167,,,,,,,,,,,,,,,,,,
,,,,,,,,C25UG208CCA168,,,,,,,,,,,,,,,,,,
,,,,,,,,C25UG208CCA169,,,,,,,,,,,,,,,,,,
,,,,,,,,C25UG208CCA170,,,,,,,,,,,,,,,,,,
,,,,,,,,C25UG208CCA171,,,,,,,,,,,,,,,,,,
,,,,,,,,C25UG208CCA172,,,,,,,,,,,,,,,,,,
,,,,,,,,C25UG208CCA173,,,,,,,,,,,,,,,,,,
,,,,,,,,C25UG208CCA174,,,,,,,,,,,,,,,,,,
,,,,,,,,C25UG208CCA175,,,,,,,,,,,,,,,,,,
,,,,,,,,C25UG208CCA176,,,,,,,,,,,,,,,,,,
,,,,,,,,C25UG208CCA177,,,,,,,,,,,,,,,,,,
,,,,,,,,C25UG208CCA178,,,,,,,,,,,,,,,,,,
,,,,,,,,C25UG208CCA179,,,,,,,,,,,,,,,,,,
,,,,,,,,C25UG208CCA180,,,,,,,,,,,,,,,,,,
,,,,,,,,C25UG208CCA181,,,,,,,,,,,,,,,,,,
,,,,,,,,C25UG208CCA182,,,,,,,,,,,,,,,,,,
,,,,,,,,C25UG208CCA183,,,,,,,,,,,,,,,,,,
,,,,,,,,C25UG208CCA184,,,,,,,,,,,,,,,,,,
,,,,,,,,C25UG208CCA185,,,,,,,,,,,,,,,,,,
,,,,,,,,C25UG208CCA186,,,,,,,,,,,,,,,,,,
,,,,,,,,C25UG208CCA187,,,,,,,,,,,,,,,,,,
,,,,,,,,C25UG208CCA188,,,,,,,,,,,,,,,,,,
,,,,,,,,C25UG208CCA189,,,,,,,,,,,,,,,,,,
,,,,,,,,C25UG208CCA190,,,,,,,,,,,,,,,,,,
,,,,,,,,C25UG208CCA191,,,,,,,,,,,,,,,,,,
,,,,,,,,C25UG208CCA192,,,,,,,,,,,,,,,,,,
,,,,,,,,C25UG208CCA193,,,,,,,,,,,,,,,,,,
,,,,,,,,C25UG208CCA194,,,,,,,,,,,,,,,,,,
,,,,,,,,C25UG208CCA195,,,,,,,,,,,,,,,,,,
,,,,,,,,C25UG208CCA196,,,,,,,,,,,,,,,,,,
,,,,,,,,C25UG208CCA197,,,,,,,,,,,,,,,,,,
,,,,,,,,C25UG208CCA198,,,,,,,,,,,,,,,,,,
